name,white,black,api,aian,hispanic
Young,0.0027515574743648577,0.0041206536831809555,0.0018110054948268087,0.0025461612311524526,0.0003299952479522619
Scott,0.002268493034388044,0.004988827519855597,0.0002766042863547725,0.0034503245740153165,0.00029939564059353947
Cruz,0.00014810638808104802,9.219606192486069e-05,0.0021399203152647323,0.0006001143011495981,0.0077540830740529245
Reyes,0.00012395916645676787,6.671629761578362e-05,0.0022573722691495417,0.000523603054328973,0.007668567864186745
Begay,2.931611570998867e-06,2.654860421920072e-06,6.292068958114807e-06,0.010959071805472483,8.237340376118545e-06
Gomez,0.00016048430360304322,9.454061398577712e-05,0.0004556198169081957,0.0006327147454470818,0.008939547241450676
Allen,0.002796123113422235,0.004354591708670925,0.0003215123863695527,0.002761058037439947,0.000314708645138888
King,0.0027990890128478654,0.0036523294090128992,0.000706315584023672,0.0030345025804249634,0.0003133357550762016
Pham,6.5061204163395905e-06,5.826901445512886e-06,0.010021045120056377,1.6632879743614138e-05,1.6025851308666532e-05
Hill,0.002398906889479204,0.004365762809667057,0.0002843768421265614,0.0028062994703425773,0.00028814850277230063
Park,0.0002134676109724701,2.906554981400806e-05,0.009606755560029916,0.00011376889744632071,2.8170648017046435e-05
Green,0.0020959736938093213,0.005483424568588628,0.0002335467948570849,0.0018316127173667888,0.00029984447003711
Diaz,0.00015465536831567705,7.792187731869302e-05,0.0005103978290141364,0.00036991524549797846,0.008495338100975695
Wright,0.002588810172356131,0.00446740603724914,0.0002888183025675836,0.002107053205921039,0.0002859835607503721
Locklear,3.155339822469833e-05,2.037691570590601e-05,2.7142258250691325e-06,0.009562575222198642,7.075664169230033e-06
Lin,1.1589294865469205e-05,4.930455069280133e-06,0.009402078258039475,1.0645043035913048e-05,9.874247758552358e-06
Mitchell,0.0020110941096688805,0.0043083902415881606,0.00022774822150352811,0.0026605954437885176,0.0002507372485640956
Liu,1.2026465012021668e-05,4.585668001498306e-06,0.009245270029691163,1.0645043035913048e-05,1.1167932625314566e-05
Yazzie,2.022983423262376e-06,3.447870677818275e-07,1.6038607148135783e-06,0.009404895522229178,7.709305736623767e-06
James,0.0011026116853145738,0.003341296995166912,0.0003907251449088156,0.004280637930816535,0.0002027917032979697
Chang,1.6646753423625144e-05,2.4583317932844306e-05,0.00898100313345034,1.6632879743614138e-05,8.026126520320634e-05
Morales,0.0001237362954016627,6.126866194483075e-05,0.00045389258229224265,0.0003526170505646197,0.007674191433097364
Nelson,0.002828936590304643,0.0023399319142081505,0.00035124549654417365,0.003280003885440708,0.000286089167678271
Carter,0.001880637394759431,0.004625732258774554,0.0002092421363326022,0.0019560266578490227,0.0002328896777491721
Huang,5.580348341287316e-06,2.75829654225462e-06,0.008668126920160554,9.314412656423918e-06,7.63010054069955e-06
Chan,1.8069699390835118e-05,1.9825256397455084e-05,0.008448151254428814,2.528197721029349e-05,9.269648096330837e-05
Wu,8.42624027570727e-06,4.447753174385576e-06,0.008527357298960377,9.314412656423918e-06,9.082195799310192e-06
Gutierrez,0.00011486431301574508,2.427300957184066e-05,0.0005064498641776722,0.00048767603408276654,0.007225097972207055
Zhang,5.948942778576648e-06,3.861615159156468e-06,0.008483806311858131,9.314412656423918e-06,2.7721818573475876e-06
Ortiz,0.00012197904285179495,6.330290564474354e-05,0.00023712463799013058,0.0007065647315087286,0.007052747465875959
Ramos,0.00014657200658628545,8.902402090126788e-05,0.0015894259683802562,0.0003333229100620273,0.006037020033343803
Adams,0.002714792322236161,0.002935689488628371,0.0002956038671302564,0.0022487653413366315,0.0002903134447942292
Chavez,0.00010796388227114248,1.817027847210231e-05,0.0002012228327585343,0.0015688132174176855,0.006157807957128235
Khan,4.498566527661419e-05,0.00010136739792785728,0.0076354873676228886,0.00027344454298501645,4.4249302789662446e-05
Mendoza,8.553105337844063e-05,2.930690076145534e-05,0.001470616901582912,0.0003878787556210817,0.005766692699654451
Hall,0.0025350811041484674,0.003030264581320926,0.0003213890124684132,0.0017604239920641204,0.00024181346315663385
Baker,0.0028712306589926797,0.0020889958862765367,0.0002899286676778392,0.002428400442567664,0.0002525853698023273
Castillo,9.718035198951506e-05,5.7200174545005193e-05,0.0008642341774822397,0.0009041633428628645,0.005490953010910278
Edwards,0.001770401942118947,0.003625263624192026,0.000205047423693859,0.0017032068857460877,0.00021942479444205524
Campbell,0.00243823505874161,0.002725403855988234,0.0002525463756325688,0.0018242942502795987,0.0002538526529371148
Evans,0.0020846158419626152,0.0031533880432258166,0.00020615778880411458,0.0017504442642179519,0.00022438832005330616
Phillips,0.002371853772174899,0.0021259915386495267,0.00025822157508498614,0.0024723112450908053,0.00023244084830560154
Gonzales,0.00018096272478174583,7.330173061041655e-05,0.0010068544071995087,0.0010857943896631311,0.00476619906647172
Turner,0.0019200598556220736,0.003621677838687095,0.0001806193912682368,0.0013918393769456311,0.00020524706437162043
Roberts,0.0024955814956129038,0.0021720550909051788,0.0002835132248185848,0.002131004552751843,0.00023875086224756412
Parker,0.001993530156133861,0.002873765731254754,0.00022404700446934292,0.001968667646454169,0.00020062676127604112
Alvarez,0.00010389219953364404,4.840810431656859e-05,0.00033483676769261936,0.0005914652036829187,0.005711143455579601
Ruiz,0.00010558087637424866,3.613368470353553e-05,0.0003027595533963478,0.0003486251594261523,0.005842597679081826
Shah,1.7941119935966747e-05,1.8894331314444147e-05,0.006597049241731667,0.00013173240756942398,1.0771906645693482e-05
Stewart,0.001926745987275229,0.0027853278483687153,0.00019246328577762937,0.001664618604740903,0.0002136164134076127
Jimenez,7.47560950604711e-05,2.2721467766822436e-05,0.0004174972814560884,0.0003020530961440328,0.005634736843244707
Huynh,3.865955609709032e-06,1.689456632130955e-06,0.0065597903235875355,7.318467087190221e-06,9.715837366703925e-06
Morris,0.0020115569957064065,0.002207740552420598,0.00022429375227162192,0.0020791099679517673,0.00021469888441857696
Collins,0.0020242520738837436,0.002550286504261844,0.00019937222424144173,0.0016892352667614518,0.00021504210693424857
Richardson,0.0013295029913753017,0.0030124046112098273,0.000153847254720964,0.0019014708122899683,0.00018177592464607752
Washington,7.861347870652224e-05,0.005353370886621324,6.56349154062172e-05,0.000802370118831946,0.00011896620427817361
Hunt,0.0009990623643272455,0.0009247533944976397,0.00011917918850076282,0.004458277086478333,9.663033902754447e-05
Romero,0.00015468108420665073,3.596129116964461e-05,0.00033459001989034036,0.0009573885580424299,0.004874366962372225
Yu,6.514692379997481e-06,2.1376798202473306e-06,0.0061694353003821385,6.653151897445655e-06,9.478221778931276e-06
Morgan,0.001866742241669989,0.0017046617418201334,0.0001907360511616763,0.0023618689235932076,0.00021013138478694714
Lam,3.257346189998741e-05,1.0929750048683933e-05,0.006030763035501333,1.8628825312847837e-05,3.7543262868078754e-05
Vasquez,9.229433270451695e-05,3.740939685432829e-05,0.00019159966846965285,0.00041049947207239695,0.005234090560528043
Choi,6.831855035339464e-06,5.413156964174692e-06,0.006020646375607895,3.3265759487228275e-06,7.234074561078466e-06
Kaur,4.723151975498175e-06,4.551189294720124e-06,0.005779697146682438,0.00020757833920030447,4.7523117554530065e-06
Reed,0.0016929199626152666,0.0021615390853378332,0.00017432732231012203,0.001935401886966941,0.0001623706516446444
Howard,0.0014598911305754884,0.0026926835632557385,0.00016334704510870596,0.001532886197171479,0.00016569726987346152
Herrera,8.12707874404686e-05,2.3928222504058833e-05,0.00022824171710808614,0.0006540048315189079,0.0047332761066992204
Aguilar,6.442687885271194e-05,1.6722172787418637e-05,0.0003774007635857489,0.0006453557340522286,0.004595300655399235
Rogers,0.0019535933774517448,0.001931117887939238,0.00020134620665967384,0.001649316355376778,0.00020907531550795757
Cooper,0.001635024920069868,0.002529737195022047,0.00017321695719986645,0.001382524964289207,0.00017792127177776565
Brooks,0.001299089664317103,0.00290421042933989,0.00014903567257652326,0.0013226465972121964,0.00016477320925434565
Ho,1.0337788171417056e-05,3.4478706778182752e-06,0.005719614056827499,9.979727846168483e-06,1.4204131802409544e-05
Fernandez,0.00013595134361415797,7.171571009862012e-05,0.001200304684186254,0.00021689275185672835,0.0039905689845178395
Moreno,0.00010280356014909184,2.9203464641120794e-05,0.00016273017560300846,0.0004850147733237883,0.0047951881681799835
Castro,0.00011506146817987657,4.1891628735492044e-05,0.000849676057147778,0.000294069313867098,0.004249886795973726
Medina,9.193431023088551e-05,3.8995417366124695e-05,0.0004464901482238723,0.0003759030822056795,0.0045367152121472895
Cook,0.0021217153006739694,0.0013093288899014902,0.00021281997946564788,0.0018522374882488704,0.0001733537721461358
Watson,0.0014296149549358158,0.0024297144666585386,0.00016519765362579857,0.0013778677579609953,0.00016070734253023587
Bell,0.001155569276793027,0.0024605384305182343,0.0001496525420822208,0.001482322242750892,0.00014328219942690815
Sanders,0.001200254923341615,0.0026187956946300927,0.00011658833657683319,0.0012873848921557342,0.0001563246550224292
Gray,0.0014489361610207031,0.002132473535523825,0.00016396391461440352,0.0014903060250278269,0.00015658867234217657
Coleman,0.0009282236566584307,0.0033687420457623463,0.00010807553739820727,0.0007724309352934406,0.00013013413690348818
Long,0.001570589469253498,0.0009569220279216842,0.0007017507496815102,0.002014574394546544,0.0001356520988862086
Bailey,0.0017255277123698857,0.0021075454305231993,0.00017136634868277387,0.0011463380719298863,0.0001672549720599711
Santos,0.000235977587538093,0.00010929750048683933,0.0022551515389290307,0.0002468319353952338,0.0022535990378997656
Henderson,0.0011163096832398842,0.002558664830008942,0.00012127654482013442,0.001249461926340294,0.0001447342946855188
Ward,0.0016874681937288478,0.001661390964813514,0.0001574250978540097,0.0015767969996946204,0.00016778300669946587
Henry,0.000900253339242731,0.001808477127929242,0.00017716492203633064,0.002127012661613376,0.00012818040873735747
Murphy,0.002197208584609019,0.001226062813032179,0.0002207159091385763,0.001395165952894354,0.00019054129966169085
Butler,0.0011698415962834163,0.0023798582566572865,0.00012152329262241344,0.0012228493187505115,0.00013578410754608232
Jenkins,0.0011023888142594686,0.002823530255478942,0.00010708854618909123,0.0008442849757858536,0.00012168558267157172
Ross,0.0013558446356960023,0.0019343588863763872,0.00017260008769416892,0.0013732105516327834,0.00016654212529665317
Vargas,8.061074623881094e-05,2.516945594807341e-05,0.0001823466258841899,0.000208243654390049,0.004264592560683655
Sandoval,5.84693641104774e-05,9.343729536887527e-06,8.747209590790977e-05,0.0015182492629970984,0.003129714111749502
Chung,8.31480474815468e-06,3.389256876295365e-05,0.004787277485916253,8.649097466679352e-06,1.594664611274231e-05
Alexander,0.0010206551407814738,0.0024015453632207635,0.0003129995871909268,0.0009527313517142178,0.0001712416335881567
Simmons,0.0010433451285839124,0.002619726619713104,0.00012189341432583195,0.0009367637871603483,0.00012707153599441845
Foster,0.0013598391707605796,0.0018800204444939712,0.00015458749812780105,0.0013332916402481092,0.00015936085419952418
Bennett,0.001624918574917214,0.0014965137890002441,0.0001618665582950319,0.0014497217984534082,0.00016342672092363396
Guzman,5.8855102475082515e-05,2.4204052158284294e-05,0.00026587075695563546,0.00016699411262588595,0.004135488091327182
George,0.000732877176858743,0.0008186624137411713,0.0012091876050682987,0.0019167730616540934,0.00010732304047731375
Barnes,0.0012124356836994787,0.002203223841832656,0.0001292958483942023,0.0010891209656118538,0.00013425280709154745
Salazar,7.35645921120242e-05,1.4205227192611296e-05,0.00031842803884106507,0.000467051263200685,0.0036949751933286626
Perry,0.0012985924904249453,0.001926635656058074,0.0001559446110403356,0.0011949060807812397,0.00015629825329045447
Bryant,0.000966017444426074,0.002364860019208777,9.277717365690854e-05,0.0011416808656016745,0.00011247137821238784
Jordan,0.0010975799426473916,0.00220808533948838,0.0001413864907058739,0.000998638099806593,0.00022613083436363892
Peterson,0.00201316852487409,0.0009681620863313717,0.00022663785639327256,0.0013698839756840604,0.00017633716785928131
Truong,2.6915965885779065e-06,1.4481056846836757e-06,0.0045733471413403485,7.318467087190221e-06,5.755577570493086e-06
Mendez,6.210387670142337e-05,4.347764924728845e-05,9.573814728425667e-05,0.00025814229362089143,0.0040061724081149105
Xiong,1.0629234935785364e-06,8.964463762327516e-07,0.0045370752144053336,7.318467087190221e-06,3.4586268886907998e-06
Kelly,0.0017898945874769924,0.0014953759916765644,0.0002110927448496948,0.0009607151339911526,0.0001899076580942971
Powell,0.0012953522881622625,0.0021027184115742534,0.00012756861377824922,0.0009274493745039243,0.00013715699760876872
Phan,4.148830410419449e-06,2.4824668880291584e-06,0.00447329090751621,7.318467087190221e-06,6.4948260657857764e-06
Munoz,6.643271834865853e-05,1.637738571963681e-05,0.00017790516544316767,0.0002215499581849403,0.003911416592057572
Jacobs,0.0007552414300421817,0.0006833679683435822,8.636173079765421e-05,0.0029593219639838277,7.891477687249466e-05
Russell,0.001463319916038645,0.001274953619243642,0.0001558212371391961,0.0015475231313458594,0.00014388943926232719
Hoang,3.6002247363143977e-06,1.3446695643491272e-06,0.003531084424513802,0.0,6.204407014063648e-06
Harrison,0.001065812245331246,0.001526613700017598,0.00011621821487341468,0.0016745983325870716,0.0001290780676244986
Price,0.001490844491344134,0.0016635976020473178,0.00014804868136740723,0.0010332344896733102,0.00013913712750687415
Vo,4.345985574550952e-06,1.9997649931345997e-06,0.004294892246468484,9.314412656423918e-06,5.8347827664173035e-06
Cox,0.001850078344319048,0.0010871481034228805,0.00016112631488819485,0.0011643015820529895,0.00016070734253023587
Lim,9.077709513707016e-06,2.930690076145534e-06,0.004212971976111851,9.979727846168483e-06,1.5550620133121227e-05
Woods,0.000886675348808631,0.002159435884224364,9.1913556348932e-05,0.0010385570111912667,0.0001100688206026866
Lu,5.408909068129488e-06,4.4132744676073925e-06,0.004208283767868551,4.657206328211959e-06,6.4948260657857764e-06
Patterson,0.0011845425139567,0.001898156244259295,0.0001190558145996233,0.000929445320073158,0.00013179744601789673
Ali,8.913127811475502e-05,0.0006353391298015735,0.0031765078326388614,0.00020358644806183705,4.546378246050043e-05
Marshall,0.001041013554468966,0.001744519126855713,0.00013163995251585294,0.0011749466250889028,0.0001252762182201362
Valdez,6.739277827834236e-05,2.0687224066909653e-05,0.0005165665240711117,0.0005402359340725872,0.0029258663391725425
Graham,0.0012073782251413227,0.0016638734317015434,0.00012658162256913317,0.001070492140299006,0.0001354408850304107
Hamilton,0.0012141843642856885,0.0016492544600275939,0.00013435417834092208,0.0010738187162477287,0.00013050376115113452
Joseph,0.0002560788423158484,0.0018863300478343785,0.0012157264218286923,0.0006646498745548209,7.944281151198943e-05
Garza,8.392809617441492e-05,1.2170983492698512e-05,3.084347528487651e-05,0.000274109858174761,0.0035897114879453788
Soto,6.37668376510543e-05,2.389374379728065e-05,7.846580112472583e-05,0.00025015851134395665,0.003563943397538033
Dixon,0.0007416291517534501,0.0021587807887955787,8.463449618170113e-05,0.0010185975554989298,0.00010484127767168828
Tang,7.911922456233783e-06,7.481879370865657e-06,0.004024703402972966,1.1310358225657613e-05,1.1537556872960913e-05
Silva,0.000451819632443799,0.00011312463693921762,0.0004008418048022551,0.0004191485695390763,0.002617626118367466
Wallace,0.001170878803886021,0.001680043945180511,0.00012411414454634306,0.0010106137732219952,0.00012865563991290278
Hayes,0.0011552263982467113,0.0016535642983748666,0.00011745195388480973,0.0010465407934682016,0.00011743490382363875
Wood,0.0019066961642794208,0.00048149514015732213,0.00020418380638588247,0.001401153789602055,0.00016017930789074107
Gibson,0.0011790478852519916,0.0014317972563775954,0.00010819891129934679,0.0012301677858377017,0.00011627322761675024
Griffin,0.0010845591298510545,0.0021076488666435336,0.00010770541569478876,0.0006207390720316797,0.0001157715947092302
Ahmed,6.498405649047488e-05,0.0003668534401198645,0.0033705749791313046,0.0001157648430155544,1.8375605454418297e-05
Ford,0.0009831013679962516,0.002039277591102397,0.00010264708574806901,0.0007498102188421254,0.00011566598778133126
Hunter,0.000846318543907278,0.0018308882873350606,9.623164288881469e-05,0.001102427269406745,0.00010336278068110291
Hughes,0.0015876391049690444,0.001314017994023323,0.00014570457724575662,0.000832974617560196,0.00015408050780457637
Cheng,5.254613722287442e-06,2.275594647360062e-06,0.003850622828465122,6.653151897445655e-06,9.240606191158625e-06
Stevens,0.0012961923406007358,0.0007567041776607769,0.00014656819455373315,0.0016426632034793323,0.00013430561055549693
Owens,0.001031378667317496,0.0017897896688554669,8.118002694979495e-05,0.0009114818099500547,0.00010468286727983985
Freeman,0.0009497135695487645,0.0016528057668257468,0.0001085690330027653,0.0010691615099195169,0.00010270273738173444
Santiago,5.6677823705978086e-05,5.520040955187059e-05,0.0006785564562672832,0.00011376889744632071,0.002841354395121404
Guerrero,5.018884721695428e-05,1.465345038072767e-05,0.00034927151412594154,0.00018828419869771203,0.003134677637360753
Ortega,5.2031819403400936e-05,1.2722642801149437e-05,0.0001804960173670973,0.0003639274087902773,0.003128288418222866
Pena,5.985802222305581e-05,2.3445520609164272e-05,0.0001758078091237961,0.00026945265184654906,0.0031937647135202186
Alvarado,4.909163586874418e-05,1.5205109689178595e-05,8.734872200677027e-05,0.0002042517632515816,0.0033279911188797916
Kang,8.503387948628291e-06,6.206167220072896e-06,0.0037311968921620807,6.653151897445655e-06,5.7027741065436085e-06
West,0.001266961944527326,0.0012476809621820993,0.00011843894509392577,0.0010811371833349189,0.00012667551001479738
Vazquez,4.185689854148382e-05,1.6687694080640454e-05,3.0720101383737e-05,5.522116074879894e-05,0.003496724587930348
Delgado,6.349253481400177e-05,3.2996122386720896e-05,0.0001312698308124344,0.00016832474300537508,0.003246647382665621
John,0.0001178302124413755,0.00024321279761330115,0.0008802727846303755,0.002492936015972887,2.7906630697299047e-05
Grant,0.000675170717513818,0.001859678007494843,9.129668684323446e-05,0.0010225894466373972,0.00010481487593971355
Holmes,0.000763204784280363,0.0020152114537712257,8.118002694979495e-05,0.0007930557061755221,9.850486199775095e-05
Tan,9.086281477364909e-06,2.103201113469148e-06,0.0036603802729080043,2.3286031641059795e-05,1.2039189780480952e-05
Estrada,5.004312383477013e-05,1.8894331314444147e-05,0.0002610591748111947,0.0001696553733848642,0.0031251466121178725
Contreras,4.675148979013982e-05,9.412686950443892e-06,8.833571321588631e-05,0.0002162274366669838,0.0032523501567721645
Ellis,0.0011397111440259278,0.0015291651243191833,0.00012584137916229614,0.0008296480416114733,0.00013620653525767815
Daniels,0.0006868714479068397,0.0019476331884859875,9.228367805235051e-05,0.0008875304631192504,0.00010447165342404193
Rios,5.46634122463736e-05,1.937703320933871e-05,6.78556456267283e-05,0.0002721139126055273,0.0031583863926740686
Fisher,0.0015198263004714651,0.00087275950467614,0.00014570457724575662,0.0010857943896631311,0.000137737835712213
Cole,0.0012610301456760652,0.001271919493047162,0.00013250356982382947,0.0009354331567808591,0.0001242465506731214
Boyd,0.0008311547401964682,0.001628153491479346,9.660176459223321e-05,0.001041218271950245,8.752174149625955e-05
Ng,5.1346062310769625e-06,2.37903076769461e-06,0.0035887000363459508,7.983782276934787e-06,1.4916978565727494e-05
Black,0.0009898989351769594,0.001013673979278573,0.00010116659893439495,0.001482322242750892,9.517824376893383e-05
Dang,4.560284665998237e-06,3.551306798152824e-06,0.0035618045258975386,5.98783670770109e-06,6.0988000861646925e-06
Nunez,5.6729255487925444e-05,2.8962113693673513e-05,0.00012830885718508625,0.00021689275185672835,0.003068541298764032
Do,6.077522233445019e-06,3.861615159156468e-06,0.003543175066825473,3.991891138467393e-06,6.89085204540686e-06
Hong,1.962979677657136e-05,1.0584962980902106e-05,0.003443118833001334,3.991891138467393e-05,9.61023043880497e-06
Ly,3.0259031712356724e-06,1.5860205117964068e-05,0.003488273680818393,5.98783670770109e-06,7.498091880825856e-06
Hicks,0.0009142856437506993,0.0014672758456523453,8.20436442577715e-05,0.0010325691744835657,8.902664021881966e-05
Wells,0.0011178697806256204,0.0012152364991038294,0.0001065950505845332,0.001019928185878419,0.00011212815569671623
Spencer,0.0008326805497275728,0.001120454534170605,0.0001312698308124344,0.0013685533453045712,9.866327238959937e-05
Myers,0.0016651982321456457,0.0008354535439421462,0.0001417566124092924,0.0008409583998371308,0.00012746756197403955
Padilla,5.554632450313642e-05,1.451553555361494e-05,0.00027302644322172684,0.0005535422378674785,0.002508085332404274
Han,1.085210599089054e-05,5.137327309949231e-06,0.0034123987316175973,1.3971618984635875e-05,6.468424333811037e-06
Gordon,0.0008912956372202343,0.0016264985135539933,0.00012374402284292456,0.0007318467087190221,0.00012989652131571554
Bui,4.243122010656255e-06,3.2065197303709965e-06,0.0034054897931537847,3.991891138467393e-06,6.6532364576342105e-06
Dominguez,5.154321747490113e-05,1.5618854170516787e-05,0.0001516265245004529,0.00019826392654388053,0.0029321763531145054
Reynolds,0.0013917440194952514,0.0009120652304032684,0.00012843223108622578,0.0009460781998167721,0.0001295268970680692
Tucker,0.0010048827276509537,0.0013954222207266124,9.302392145918754e-05,0.0008689016378064026,0.00010389081532059768
Crawford,0.0009665060463545737,0.001454415288024083,9.943936431844186e-05,0.0008203336289550492,9.726398059493821e-05
Maldonado,5.177466049366419e-05,2.0963053721135117e-05,5.995971595379993e-05,0.00015368780883099465,0.0030066820407472186
McDonald,0.0011859397440329362,0.00107539086441152,0.00012251028383152948,0.0009367637871603483,0.00013010773517151345
Willis,0.0006941661889797053,0.0013942499446961542,8.1920270356632e-05,0.0011516605934478428,7.939000804803995e-05
Marquez,4.700864869987656e-05,2.0032128638124178e-05,0.00037542678116751684,0.0002647954455183371,0.0025750137229602374
Murray,0.0011875169853459884,0.0012298209920710008,0.00013003609180103936,0.0007378345454267232,0.00012693952733454478
Porter,0.0009583969687342084,0.0014279701199252169,0.0001106663893221369,0.00078108003276012,0.00010547491923908202
Ma,7.483324273339212e-06,4.4132744676073925e-06,0.003282362639816558,1.1310358225657613e-05,1.156395860493565e-05
Sharma,8.717687040075577e-06,7.481879370865657e-06,0.003193656804897253,7.983782276934787e-05,6.4948260657857764e-06
Shaw,0.0009909189988522484,0.0011718967646836536,0.0002928896413051873,0.0008003741732627123,9.993055552438684e-05
Mason,0.0009451361409554505,0.001386492235671063,0.00010474444206744061,0.0008103539011088807,0.000101937087154467
Simpson,0.0009900618024864594,0.0012990887139883698,0.00010671842448567272,0.0008469462365448319,0.0001089863495917223
Vega,5.530630952071546e-05,2.251459552615334e-05,0.00010511456377085914,0.00017098600376435334,0.0028548984836244446
Sullivan,0.0016618894541736997,0.0005432809827038257,0.000163593792910985,0.0008382971390781526,0.000139453948290571
Espinoza,3.874527573366924e-05,8.895506348771152e-06,5.255728188542957e-05,0.00020159050249260335,0.0028103323600510853
Warren,0.0009139856250226729,0.0012558524156885285,0.00010326395525376654,0.0008502728124935548,9.35941398504495e-05
De la Cruz,2.3855774859911827e-05,9.929867552116634e-06,0.0014919605864800465,9.114818099500548e-05,0.001470497265797034
Molina,4.8380162885139195e-05,1.706695985520046e-05,0.00027277969541944784,0.0004131607328313752,0.0023125541053993577
Luna,7.301598643791915e-05,1.4412099433280391e-05,0.00023724801189127008,0.0002854202164004186,0.0024498431116679997
Xu,1.825828259130873e-06,1.0688399101236653e-06,0.0031058145872859245,3.3265759487228275e-06,1.6105056504590747e-06
