name,fhispanic,fwhite,fblack,fapi,faian,mhispanic,mwhite,mblack,mapi,maian
Jose,0.002985370321786609,0.00020299198796617357,0.0001995833800169688,0.0006673773805657397,0.0006062848259006579,0.03180274283777907,0.0021817572630325435,0.0023844024833941063,0.006961843057133242,0.006430006725906131
Richard,0.0007535536975308587,0.0010311181165435818,0.0006220485891586491,0.0007947097778959494,0.0008468371137873592,0.008971093522073856,0.012385135535574259,0.008305089446584356,0.009264588082491943,0.010036896003389239
Charles,0.0003762188128255063,0.0007765031604680459,0.0009412386029149709,0.0005519435406743042,0.0009173951623154562,0.004945040269428161,0.010297545483278185,0.01387451722017586,0.007104121138652562,0.012004777953799317
Kevin,0.00035865780796670777,0.000916605030223773,0.0007876415991485403,0.0009507342745564819,0.0006642861265095173,0.004452907239422442,0.011481714982297475,0.010966822880486993,0.011558697242812775,0.008210827018711779
Sarah,0.006725459006625701,0.011350695383030553,0.0076252166455499405,0.009381243773447078,0.012353998097355528,0.00024215539365717985,0.000412340366725748,0.0003079025104777942,0.0003307645956800229,0.0004428412917934495
Eric,0.0005686730498870667,0.0007475509421499711,0.0007504060808352007,0.0008211458904260494,0.0008019420563169159,0.00652548830969804,0.008654706197342944,0.009656851198266968,0.009226926729926956,0.009161397369403844
Michelle,0.006768969666617911,0.008839711849960413,0.008423740853545188,0.008294784103379551,0.010202555990366208,0.00032567958692763887,0.0004291086274258813,0.0004545292059945089,0.00039080439263922736,0.0004887033537446823
Brian,0.00033929259822944346,0.0009418673276067751,0.0005466290785833384,0.0006730560613516336,0.0008505879992105631,0.004051510721243288,0.011347325325819745,0.007320220508633234,0.007870099552427939,0.010111840719209408
Jason,0.00040830323842183614,0.0007322821731739695,0.00046738754435454933,0.0007118263642806503,0.0008575723554505509,0.005134972486034007,0.009291694566409102,0.006592061595573631,0.008766288208345031,0.010737283773226356
Steven,0.0004463767597849056,0.0008974630397758515,0.0004916229576329364,0.0007323933240991612,0.0007087498756741139,0.005414049773127684,0.010982429094351985,0.006687159003626336,0.008698641348292239,0.008558192017842168
Ryan,0.000959585759822507,0.002267517685721464,0.0010574473955698054,0.001955264181823681,0.0018139406379045569,0.00402636903890175,0.009599345734805698,0.004975965735381567,0.00803381093951745,0.0075774174862556064
Joshua,0.0004759482599149211,0.0007762494105007161,0.0003720814886163967,0.00046208992405791786,0.00081571749189682,0.006090073472005935,0.010021327133294643,0.005339365839005986,0.005789961377411116,0.010391324949079172
Stephanie,0.0058084961110533104,0.008785790179938075,0.009391275322803413,0.006891000433468932,0.007269700818695689,0.0002633981531560912,0.00040196757071805797,0.0004775979140633526,0.00030599735962710405,0.0003281964828806532
Jonathan,0.00046503607209186004,0.000675997671075247,0.00047988695652473415,0.0007346459628158727,0.0005577214432582983,0.0058010161214404835,0.008507927837769288,0.006713441398838113,0.00897391406216939,0.006926329296208753
Benjamin,0.0004732056593241286,0.0003988084780370469,0.00036243233924692405,0.0005195197211542474,0.0004963599318922009,0.007538587127191856,0.006410111413284332,0.006475238906894237,0.008104541417418738,0.007872362916292336
Samuel,0.0005189473482469583,0.00031215518096692205,0.0005500164871446537,0.00047218961708269834,0.00043928239260568016,0.007959467635534127,0.004830503919098554,0.009460743278405922,0.0070919152411632515,0.0067076884396950545
Emily,0.00459889410774097,0.008166633515796618,0.005475150361040759,0.00969865457949301,0.009073581350940135,0.00014795239429707535,0.00026507747304078965,0.00019753927894214046,0.00030553886373670564,0.00029061343461808106
Amanda,0.006585072861882884,0.008641549481761376,0.00480761771969693,0.0047772610914982895,0.011373301625939981,0.00024902748493781763,0.0003297155927565626,0.0002038944717523671,0.00017690986635528658,0.0004281950246447738
Timothy,0.0002583358886034951,0.0007300244987213624,0.0004859882673185541,0.0004225121718748389,0.0007813470956946952,0.003289215639800798,0.009377913122014707,0.00693940466297309,0.005267847658748756,0.0099042128982356
Mark,0.00038433342473313516,0.0008012325967504644,0.0004353068236072067,0.00046573367627070493,0.0005773793595105207,0.004863469997962341,0.010229581388035928,0.006177637008570272,0.0057711466004631415,0.007273906288877289
Kimberly,0.0040405632654709174,0.008985613984096804,0.008838376499977955,0.004867012871932542,0.008433182958082501,0.00016954720761404066,0.0003804150193838994,0.0004159202389967619,0.00019998508382804402,0.0003522967321609384
Paul,0.00037924612133642216,0.0005994002587199876,0.00036821833878068847,0.0006044439246045404,0.00058043722124769,0.004830989822658179,0.0077035883560113,0.005260284276074955,0.00753975737470755,0.0073610300566135855
Melissa,0.006540490976387794,0.007912512839308055,0.004859303086052941,0.004731748970672085,0.009430685700962711,0.00028020579908865815,0.0003420128025477614,0.00023346919291129489,0.00019850655108433936,0.0004022336514850963
Victoria,0.007056633280205322,0.00532017338578557,0.005539149916189388,0.0062275847946114005,0.009399809923223573,0.00023612568240209981,0.00017961087599903638,0.0002078632066320651,0.00020405709812440698,0.0003131360804165587
Laura,0.008065512024799076,0.007856861892167194,0.00349553235238112,0.004240149610813781,0.008526917554179269,0.00034095067611606577,0.00033509650590610374,0.00016571497850335388,0.00017552022738968575,0.0003588558569467486
Justin,0.00029836272913712713,0.0005883643906092531,0.00035149206238370623,0.0004989929450905119,0.0008864367373361185,0.0034534421165056286,0.0068709242021514514,0.004562595396025838,0.005655726437532847,0.010214655371274124
Ashley,0.004355506421408029,0.007910068620020807,0.0076288215120749875,0.004510002531551892,0.006757812202870248,0.00026172400859214237,0.00047956372320512265,0.0005141042390507112,0.0002653799267641843,0.00040427732713184346
Rebecca,0.006388460020135048,0.007945600837017251,0.0036723366505375396,0.005329414703264239,0.008165098466006764,0.00023465834872449435,0.0002944609709926458,0.0001512763864046177,0.0001916927659849508,0.0002985861213974013
Angela,0.0055438324281947785,0.005576974360873471,0.007938788120334614,0.004707612047115714,0.007353052746501823,0.00023934341862752765,0.00024292444017538471,0.00038437437979592284,0.00019902078743617378,0.0003160439191908633
Alexander,0.0006794837276316881,0.0004986924598439502,0.0004513656972954751,0.0007905346253849696,0.0005699892213995704,0.0065559656700685245,0.004854579069945423,0.004883992479955706,0.0074690417338096485,0.005475107053284418
Nicole,0.004771751609404357,0.006989516507427609,0.008046774607338934,0.0044466070532446405,0.006390752510024622,0.00018350230083105637,0.0002711889487016904,0.00034703585535688215,0.00016744755753430492,0.0002446718730068481
Jeffrey,0.0002426932449883009,0.0006879966765516112,0.00034786097000436537,0.0004458918338321732,0.0006513510037412909,0.0029560632257613286,0.008454803874600248,0.004751716916411703,0.005318288932991805,0.007898406454300011
Brandon,0.0002664239062235053,0.0004722498002612159,0.0004702172664583938,0.0003990895628050432,0.0007597245996298066,0.0031810081519108935,0.0056888507597801135,0.006296206869147207,0.004666038735906436,0.009030590338339778
Amy,0.0033706994048479395,0.00792025483767935,0.0023852787016575634,0.007594908792518719,0.008660489428300135,0.00013010829618809695,0.000308450364640367,0.00010325543519609865,0.00028707403084054096,0.0003328095371830909
Kenneth,0.00024414424673537374,0.0005445190434654883,0.0005730712039654283,0.00046384334200427936,0.0004748552867206647,0.0028648614923501774,0.0064466096737024175,0.007541444642629561,0.005329848221019714,0.005547365418445817
Christina,0.0058539758745939805,0.005234118187174657,0.0036443057152302605,0.005308191162763552,0.008066192731812544,0.00031241088958344917,0.0002818252671202176,0.00021811164999248632,0.00027740109373767375,0.00042856055118413173
Anna,0.006603105929869545,0.005336869348258418,0.004240679020817301,0.007472240663496961,0.004901776203305593,0.0002159244350243334,0.00017607644682169802,0.0001555169588526569,0.0002392713818484533,0.00015957886378881864
Patricia,0.0058208730160870985,0.005953380790090941,0.0061094912265947,0.0030938334302507615,0.006537523735627184,0.00033944805728366024,0.00035027571751566043,0.0003995573035980906,0.00017667231893736714,0.0003795481185908626
Lisa,0.0042104408955335945,0.006689186092701086,0.005209132348935034,0.004953549705035318,0.006458796970988729,0.00017697771474390017,0.0002836778671662652,0.00024555298911695594,0.00020388905454699795,0.0002702781904026824
Andrea,0.004875052406495292,0.005351425933656918,0.006158843376308216,0.00281999606466642,0.007372394249528587,0.00036087873737920275,0.00039968025346763433,0.0005112931702487037,0.00020441694213407653,0.0005433240378345244
Edward,0.00033346338636222356,0.0003705107970209486,0.00035698514546621474,0.00037366754346906635,0.0004267082455170803,0.0046757810121452045,0.0052416502874753496,0.005613645423431179,0.005130713485301759,0.005956695553070767
George,0.0003592195844293846,0.0003696382936413493,0.00043135696357178766,0.0003872271373842109,0.0004936251456153407,0.004509741946304757,0.004681982752833588,0.006073196384180215,0.0047604044271300355,0.006169604467777369
Nicholas,0.00038158011296542414,0.0005605229865671256,0.00032320688011304053,0.0003205233440645662,0.00023756857321875958,0.005391160954441154,0.007990080600911088,0.005121132217517072,0.004434479077049831,0.0033415958057775646
Jacob,0.00026136478357168756,0.00034586512281653157,0.00022676029035083173,0.0003594656089841242,0.00039858959044718987,0.004278433617377853,0.005712229726003148,0.004162876799569865,0.005762108791956129,0.006495790988054897
Emma,0.006515659605648157,0.0023302044245864335,0.005830264988156169,0.004369278110010365,0.007729670263523812,0.00017433141951457714,6.290316079437078e-05,0.00017494212549536758,0.00011447571034123256,0.0002058953833257128
Patrick,0.00022918580049017558,0.000484697017306863,0.0003836822541386626,0.00041755506545882213,0.00040407536632729895,0.0029921745399214637,0.006384556445039245,0.005617715679215565,0.0053382554514019775,0.005252063323930482
Juan,0.0015461425892642489,8.151666718581535e-05,0.0001362332155010211,0.0002623211660402181,0.00017066586642430117,0.017513902497386206,0.0009316246409343832,0.0017306339441146587,0.002909732720361125,0.001924635163848264
Katherine,0.003912813301724514,0.00671913515696661,0.0042554880253458886,0.005688639954497694,0.005641856641699645,0.00014072950640939242,0.00024382070494308132,0.00017164621723463096,0.00020035070026838488,0.00020201631593225801
Stephen,0.00022388819817560738,0.0006032695096543292,0.00031894446415507786,0.00044931694509240744,0.00041597528015099817,0.002729619959532828,0.007420676975497234,0.004360887452368971,0.005364264213717518,0.0050490174168990225
Kelly,0.0022017616413073184,0.006171205001863925,0.0025938284665064826,0.00432327349343635,0.00659370440751007,0.0004770640067280002,0.0013490793381444987,0.0006302842113100944,0.0009172874243575822,0.0014223424969311215
Angel,0.0052500169073811265,0.0007192549465116406,0.0014338523661630248,0.001738338393963238,0.002026449452023433,0.007066873700416054,0.000976811248724147,0.0021645114662342175,0.0022913283534869615,0.002715631044067452
Rachel,0.005465136728142069,0.005953592276604115,0.004651914273195847,0.005329163137658629,0.003169391131473078,0.0002042862711753494,0.00022453208341869052,0.00019501080644658718,0.00019506688285421457,0.00011794576456505867
Henry,0.00027999807024910596,0.0001718003259171347,0.00031286771347035385,0.0004394756396688031,0.00016032904112947294,0.0046950849996185914,0.0029065217122293107,0.005883530307970088,0.007216217376183749,0.0026765106643114804
Cynthia,0.00414619809998497,0.00482552165652589,0.0055554824941809605,0.0039584345426603,0.004780959753990272,0.0002089250133633681,0.00024532727032727396,0.00031394314136895296,0.00019532158387093804,0.0002398412285650559
Aaron,0.00038710076028761013,0.0005227703170612432,0.00048548275344639915,0.00043543768666166947,0.0003613171978264707,0.003840875736039253,0.0052333323963312355,0.005402177684360271,0.004230762299064022,0.003569137076034054
Karen,0.0028315547508297703,0.006106594648816553,0.00483795509545877,0.004295073167867319,0.004814940700223358,0.00017767380404377974,0.000386597193828844,0.0003404466743412721,0.00026390971826553044,0.000300786085728397
Peter,0.00020674895316527943,0.00034035263675655404,0.0001870449058389953,0.0004437067145041401,0.00031664327913891557,0.0030098548483222715,0.004999108002603793,0.0030537743524754104,0.006325350751009889,0.0045892410452468245
Olivia,0.007321997851913608,0.0019846620273902033,0.00365597266438731,0.004461402346138823,0.0054191431113996555,0.0001965102903124671,5.3740713453283747e-05,0.00011003921050205506,0.0001172501671949428,0.0001447953724364297
Jacqueline,0.004129578166163299,0.003733155770109614,0.0070587830984230665,0.0031351116502135014,0.00431978180585836,0.00018097153995706185,0.00016506001108900054,0.0003469151402316495,0.0001345376948009933,0.0001884667597421778
Carlos,0.0010552548633336089,0.00010152419130812781,0.00017977261153429654,0.00022062747146088857,0.00020640814601082972,0.01281165951672747,0.0012435943263725338,0.002447712350486499,0.0026229740434702766,0.0024948430008689534
Grace,0.003514254697522862,0.002639605930337432,0.004056390916187035,0.008522524992315365,0.0038811628078359237,0.00010727174886269515,8.129285751544765e-05,0.00013886114894424078,0.0002547456575755903,0.00011794576456505867
Nathan,0.00012402996915102468,0.00030869332282834996,0.00023378549877384807,0.00025786212449422675,0.0004438639893579503,0.0019400842904978798,0.004871720524624294,0.0041010999938505,0.003949734459903179,0.0069121354112098845
Julia,0.00501433792644885,0.003795872843661889,0.0036690888831329236,0.0038335680020697475,0.005918346274329282,0.00018733962947977233,0.00014308327806026363,0.00015373158921598017,0.00014025088455639985,0.00022013281733424062
Gregory,0.0001968683451239677,0.0004421844905151913,0.0004415713085697969,0.00024004729347779912,0.00037742650444175864,0.0023926806128606883,0.0054221747848336764,0.006018642019633104,0.0028568802251326916,0.004566774809974554
Heather,0.0026327599724730645,0.006571161344516342,0.003101574500146489,0.0026615598076925773,0.0069839134559761176,0.00010000645013739947,0.0002518372934165294,0.00013212584823384362,9.900094817762499e-05,0.0002641094593453276
Samantha,0.0034960831786533877,0.004173979735373305,0.004118629328414163,0.004653157624459741,0.005573009265262414,0.00011314078342848576,0.00013628527295233466,0.0001494785782296242,0.0001474590964510888,0.0001795541932245158
Tiffany,0.0018327107170026293,0.0033453979758639742,0.0057902724578336034,0.004711499183469496,0.005954250906977281,7.710996403422266e-05,0.00014201216165962967,0.0002732149165713215,0.0001941163338736543,0.00024940897329840206
Jesus,0.0011410249812291238,5.592948491768233e-05,0.0,0.0002623848508850497,0.0003202402865345973,0.010374668280396054,0.000513075236036224,0.0,0.002336168709835783,0.0028988343194541813
Margaret,0.0030140827186975624,0.005082212332747775,0.004557017253418785,0.003405373547804388,0.005527515557504149,9.48644847091793e-05,0.0001613847367171964,0.00016084885871946178,0.0001049541516404066,0.00017319957446302502
Lauren,0.0023566392461099634,0.005642887838604415,0.0033483257717336246,0.003136599822079009,0.0067960414962275895,0.00010676214147294885,0.0002579210308164728,0.00017011425280556881,0.00013914565941409844,0.00030651275701432015
Catherine,0.0026386150739536917,0.004894403198255547,0.003814051716239793,0.004508862381999576,0.005612041301727367,9.149122880978696e-05,0.0001712238792150767,0.00014831286514081958,0.0001530935101716798,0.00019372811019475946
Evelyn,0.004791765149996272,0.0025273046855559785,0.005128588718051892,0.004821059682377454,0.004082907216281121,0.00015837106533949448,8.427506250990959e-05,0.00019009338840010614,0.00015603039238169957,0.00013434397255507514
Sandra,0.004789815306952575,0.0038790993899151327,0.004269805086672999,0.00238349901623138,0.005311186581797858,0.00029004485503900904,0.00023699461225269836,0.00028996346088927836,0.0001413343594137679,0.00032018893455404543
Antonio,0.0006992295291943199,0.00012540072938237935,0.0002512670341630065,0.0003189213795403959,0.0,0.007914265239858635,0.0014320298483786792,0.0031894454586003586,0.003534767503683259,0.0
Adam,0.00025374014022559813,0.0004223815400183166,0.00016887168121031948,0.00024133031236184095,0.0003539969377957867,0.00348673558609509,0.0058559307901077965,0.0026024086365502006,0.0032473424738122814,0.004842813070880764
Alex,0.0012236098637018354,0.0005399393249219798,0.0005862211377097631,0.0013475109531296298,0.0008889169417660937,0.004413938531869551,0.0019651216399481897,0.002371557241213693,0.004759945661245729,0.003192367325763184
Ronald,0.00018294859329359838,0.0003317116374740149,0.00034077680733709235,0.00024158800630857553,0.0004374499204069278,0.002290107202468486,0.004189368988428138,0.0047839385637235875,0.0029613414614507744,0.005451593209933792
Sara,0.00530418371995223,0.004677926359237633,0.002502424810383822,0.002949290129730888,0.0049274801594251265,0.00020077853394335997,0.00017865421563970424,0.00010623034295699483,0.00010932074864505136,0.0001856914753424092
Luis,0.0011418062775262858,9.70302304454123e-05,4.797910079170522e-05,0.00019544242252081734,0.0001590247739226436,0.013525184214882581,0.0011596287997503612,0.0006373701095540656,0.002267023274893338,0.0018753568166527857
Diana,0.005221682348691503,0.003424688272615239,0.0025422324771453937,0.003559907442409519,0.005270906128733385,0.00027100305618560545,0.00017932711168358703,0.00014796800831940287,0.0001809209358179505,0.0002723437314544168
Natalie,0.003439229617054831,0.003817118406249788,0.004142711601987476,0.0024560206407896433,0.006402041238362557,0.00010865582734032362,0.00012167144057287058,0.0001467794910136791,7.59819163119587e-05,0.00020136253973246487
Victor,0.0006518127450203923,0.00016854877744826833,0.00026555008989904326,0.0003537203033369661,0.0001815621028837431,0.007626936503590016,0.0019898212142009583,0.0034846772602547247,0.004052972441524221,0.00211505102406617
Gabriel,0.001396859499084243,0.00032297560702402147,0.0003467549860328785,0.0004001837725863427,0.0,0.007852609411140275,0.0018318595000403255,0.0021861140280652063,0.002202962599244761,0.0
Christine,0.0029721804892714173,0.004985604756260099,0.0029872151734511355,0.005045209498874467,0.003575822053142851,0.00015101576976914714,0.00025557956991446043,0.00017021681272175906,0.00025102253191072954,0.0001808803468865496
Jesse,0.0011048534389039985,0.0006735114408552193,0.0009260768263262464,0.0006283310134142498,0.0008336831785056113,0.004172928339374776,0.0025665066840110193,0.003922582600218062,0.002323866260103266,0.003134769810526214
Danielle,0.0025711181014415278,0.004278621838069177,0.00456860570108781,0.0015303932142176294,0.00614782212086986,0.00012363170468879286,0.00020757397512468677,0.000246365751775545,7.2060495186399e-05,0.0002943048958963473
Jamie,0.0021441250788285142,0.003517841168564363,0.002235601391756889,0.0025789239714093383,0.004186043667008699,0.0007714013446612437,0.0012769317022306808,0.0009020144027280341,0.000908563306342713,0.0014993478158961495
Linda,0.0028897915344028133,0.004600451010716704,0.00414900249470815,0.003660736098188388,0.003821580330121694,0.00013013623740954825,0.0002090226305651091,0.0002095387038967142,0.00016143084962635392,0.00017133381547230486
Christian,0.00125521060812028,0.0008437268820813003,0.000609355691382201,0.0007134820398780172,0.0006732282004840708,0.004758359166696317,0.0032270349779036666,0.00259059973456094,0.002648561389329184,0.0025408046798360492
Sean,0.00018079555079262948,0.00045270082406644025,0.00035225787054937285,0.00036212595234366837,0.00046889709613502867,0.0017560914397709458,0.004436411674754231,0.0038371512515572997,0.003444335253523881,0.004534248232232813
Nancy,0.003667244372686676,0.004473122381226255,0.002101956233818437,0.0038080790775821345,0.004394966987598297,0.0002228720687721153,0.00027427595826302024,0.00014326110228445223,0.0002266251638026206,0.0002659131243212054
Jack,9.487411249206117e-05,0.000214632719155411,0.0001084311859576307,0.0002534746656863057,0.0002911397793996602,0.0018075787387536381,0.004125785003908377,0.002316821270753103,0.004729012220258088,0.00552229253113221
Julie,0.0025227296152796792,0.00487095346170802,0.0015540704187927913,0.004664232652718905,0.004768809583468152,0.0001043545566651125,0.00020328992670514147,7.20941841451075e-05,0.00018893277177228584,0.00019638985766201898
Vanessa,0.004302375443458238,0.0020664995990273527,0.005098578107471366,0.0028970360573625444,0.0038882891494225495,0.00019239308422294433,9.323471407831767e-05,0.00025569312640259144,0.00012685904291543856,0.0001731043837031757
Scott,0.00013922329507658264,0.0005056605299967716,0.00013069006685300453,0.0002641268949848703,0.0003558829231080268,0.0017462447501833218,0.006399019417458784,0.0018383348111577413,0.0032440848919718162,0.004443945419389088
Adrian,0.0012855145240433373,0.0003585298136985133,0.0008373725713263537,0.00046306514130319134,0.0008498006362729492,0.004924336704576948,0.0013856616432655082,0.003597313683475389,0.001736997611365946,0.003240829374325317
Monica,0.005321968644199018,0.002416612221322435,0.003848623177927315,0.002864694401539408,0.0032754652975032243,0.00025352022517818716,0.00011614711725578239,0.000205605400266455,0.00013363031096024354,0.000155339414904927
Leslie,0.0020297480783269452,0.003495204678110883,0.0034053767104425354,0.00256489126856427,0.003990550862421492,0.0003786095069275295,0.0006577837740328815,0.0007123662956414001,0.00046849473479347424,0.0007410552503658988
Donald,0.00012406667449285836,0.0003409840222405039,0.00031024836368475256,0.00016512816282024856,0.00040230439199112226,0.0015383816105625546,0.004265835803384295,0.004314269430792457,0.002005009647417828,0.004966289978614417
Brenda,0.0030706841925628513,0.003057143624982093,0.004944183036413078,0.0019515001293426535,0.00415345404632173,0.0002167772885023324,0.00021774873269709243,0.00039143710648316475,0.00013490672207772754,0.00029191499092989586
Raymond,0.00024126721838920427,0.000227069363234178,0.00025310519414210175,0.00031022922869491964,0.0002557226333563105,0.003116134682183068,0.0029589499017597712,0.0036661293708813354,0.003923620501731781,0.0032881788594744036
Kyle,0.00015665452888207422,0.0006121587045777421,0.0003639373875405918,0.00043403026224557396,0.0006116832502078911,0.0011339991225362593,0.004470900041631372,0.00295450862899335,0.0030766362598001035,0.0044082347519099774
Frank,0.00027874777638524194,0.0002350503067906093,0.00021146694023425812,0.00023703791903638934,0.00038189324577159146,0.003430558760261457,0.0029186057954645335,0.0029186684137149513,0.002856654094904438,0.004679115767142932
Susan,0.002214567987466878,0.004922874366974487,0.001745223085335742,0.003815627762107316,0.004048286241011255,0.00010444336240107015,0.0002342457645152703,9.230635503915196e-05,0.00017621554052438482,0.00019007780212500943
Alexis,0.0036659395778791512,0.0020556879305383005,0.002588988877005453,0.00219903934296539,0.0,0.0011899618985609863,0.0006732341019369557,0.0009424683262758157,0.0006989838345623251,0.0
Alicia,0.00576425365774428,0.002282636162803982,0.0033504806119207574,0.0025695141219861553,0.0026933657367387673,0.00021555367669653225,8.612122759617373e-05,0.00014051034048593154,9.409135857723076e-05,0.00010027116115606441
Vincent,0.00016273973931723706,0.00017317511237904953,0.00022090011030828603,0.0003016628904523012,0.00014451864468457238,0.0024456695148471802,0.0026257344337439047,0.0037229646511424607,0.004439278805303179,0.0021622026543456937
Kathleen,0.0018640698924827714,0.005017067490250086,0.0017930298242030177,0.002582315206754792,0.004349775169675137,6.538861892646815e-05,0.00017756243137367162,7.053689071814366e-05,8.870244781031156e-05,0.00015190607572336106
Amber,0.002223537207267914,0.003803510083642942,0.002708302682968975,0.0019037154420847944,0.004836712690767266,8.085248035853319e-05,0.00013953870421318677,0.00011044218044778777,6.778558656393516e-05,0.00017509252220613652
Erin,0.0018826923151138099,0.004607664628373686,0.0015683222467413464,0.0017155998430620984,0.004501721432072301,0.00022437111213814516,0.0005540253275270648,0.0002096098656157766,0.00020021193721334374,0.0005341147480428649
Sophia,0.0028611694156707884,0.0014606311077614475,0.0036170070340517443,0.004496054091314175,0.0,7.437139650162104e-05,3.830575930897513e-05,0.0001054388211337986,0.00011444063771195092,0.0
Veronica,0.0056614706779794235,0.0014618013172317823,0.00336238688530226,0.001990314328304308,0.0027029368856252554,0.00026711947317696307,6.958662978822097e-05,0.0001779150946712008,9.195690291387126e-05,0.00012696398761953475
Erica,0.0034261855338072935,0.0024024559698862425,0.0038962554082782224,0.0019035041896938987,0.003493243017597342,0.0001648138426246854,0.00011660023139344481,0.00021019338873158412,8.96650147540223e-05,0.00016729384759236028
Charlotte,0.0014629928670465975,0.0028382990867571274,0.003876483364350025,0.0019471894877656198,0.005365954811361034,3.0245016254072242e-05,5.920125839227694e-05,8.987488836201915e-05,3.941905503768242e-05,0.00011044014967016852
Crystal,0.002680273052266679,0.0025933674150406295,0.0044501286053643925,0.002286884573125475,0.0030003841913215385,0.00012278182992645203,0.00011986165744522898,0.00022862117347692632,0.00010258543063773082,0.0001368359754182744
Tyler,0.0003098519558758669,0.0007967828469777313,0.00017207545870891617,0.0004124015125672433,0.0012098676802130431,0.0013622080913089267,0.003534193770515748,0.0008483928025582474,0.0017753984746777265,0.005295359518454093
Bryan,0.00016310704403886273,0.00032446548593505453,0.00023999708525342301,0.0003130908619405044,0.00015600265002990092,0.0019175470223226699,0.003848601807258525,0.0031642303989397407,0.003604375897379642,0.0018258859350086484
Shannon,0.001559428847841289,0.0034750469869891786,0.002904735010363755,0.0014676299766227903,0.0030445225967056524,0.0003699764432295165,0.000831821913903065,0.0007728653805058416,0.0003409663040172817,0.0007191112329896247
Ana,0.007773999508117024,0.0010527815936845863,0.0010184288391281457,0.0018313523677226235,0.0,0.00040449751611037105,5.526762483427368e-05,5.942796582677814e-05,9.331031247716743e-05,0.0
Miguel,0.000789518820234444,4.893169631123305e-05,7.291882492970209e-05,0.00011650638203055185,0.00018720953700415079,0.00903291546014265,0.0005648288842188526,0.0009356080416145141,0.0013052735988721292,0.0021323661994752338
